ibge;name;uf;sphere;cnpj;population;capital
2111573;São Pedro dos Crentes;MA;M;01577844000162;5993;0
2111607;São Raimundo das Mangabeiras;MA;M;06651616000109;19158;0
2111631;São Raimundo do Doca Bezerra;MA;M;01611836000195;5761;0
2111672;São Roberto;MA;M;01612348000100;4577;0
2111706;São Vicente Ferrer;MA;M;06421119000114;19865;0
2111722;Satubinha;MA;M;01611895000163;8821;0
2111748;Senador Alexandre Costa;MA;M;01566688000134;10447;0
2111763;Senador La Rocque;MA;M;01598970000101;15044;0
2111789;Serrano do Maranhão;MA;M;01612626000111;10475;0
2111805;Sítio Novo;MA;M;05631031000164;17464;0
2111904;Sucupira do Norte;MA;M;06896534000124;10471;0
2111953;Sucupira do Riachão;MA;M;01612338000167;5081;0
2112001;Tasso Fragoso;MA;M;06997563000182;9130;0
2112100;Timbiras;MA;M;06424618000165;27328;0
2112209;Timon;MA;M;06115307000114;182711;0
2112233;Trizidela do Vale;MA;M;01558070000122;23097;0
2112274;Tufilândia;MA;M;01612631000124;5633;0
2112308;Tuntum;MA;M;06138911000166;37364;0
2112407;Turiaçu;MA;M;63451363000163;38993;0
2112456;Turilândia;MA;M;01612533000197;33219;0
2112506;Tutóia;MA;M;06218572000128;55076;0
2112605;Urbano Santos;MA;M;05505839000103;34143;0
1718659;Rio da Conceição;TO;M;33262536000134;1827;0
1718709;Rio dos Bois;TO;M;37420932000101;2845;0
1718758;Rio Sono;TO;M;00000729000168;4718;0
1718808;Sampaio;TO;M;25086828000135;4397;0
1718840;Sandolândia;TO;M;37344355000108;3900;0
1718865;Santa Fé do Araguaia;TO;M;25063918000100;7533;0
1718881;Santa Maria do Tocantins;TO;M;37421039000192;2716;0
1718899;Santa Rita do Tocantins;TO;M;01613127000149;2299;0
1718907;Santa Rosa do Tocantins;TO;M;24851503000139;4799;0
1719004;Santa Tereza do Tocantins;TO;M;25086844000128;2907;0
1720002;Santa Terezinha do Tocantins;TO;M;01634030000112;2461;0
1720101;São Bento do Tocantins;TO;M;25063983000136;6004;0
1720150;São Félix do Tocantins;TO;M;26753145000157;1897;0
1720200;São Miguel do Tocantins;TO;M;25064007000106;14116;0
1720259;São Salvador do Tocantins;TO;M;37344371000109;2356;0
1720309;São Sebastião do Tocantins;TO;M;00766733000131;4182;0
1720499;São Valério;TO;M;25043449000168;4554;0
1720655;Silvanópolis;TO;M;00114819000180;5259;0
1720804;Sítio Novo do Tocantins;TO;M;00766717000149;11446;0
1720853;Sucupira;TO;M;37344439000141;1591;0
1720903;Taguatinga;TO;M;02306900000197;14199;0
1720937;Taipas do Tocantins;TO;M;33261694000170;2092;0
1720978;Talismã;TO;M;01612820000105;2505;0
1721000;Palmas;TO;M;24851511000185;328499;1
1721109;Tocantínia;TO;M;02070712000102;7802;0
1721208;Tocantinópolis;TO;M;01224716000135;23225;0
1721257;Tupirama;TO;M;01613619000134;2024;0
1721307;Tupiratins;TO;M;37420692000137;1886;0
1722081;Wanderlândia;TO;M;00001636000158;10734;0
1722107;Xambioá;TO;M;02087211000139;10636;0
2100055;Açailândia;MA;M;07000268000172;110611;0
2100105;Afonso Cunha;MA;M;06096655000191;6303;0
2100154;Água Doce do Maranhão;MA;M;01612339000101;12461;0
2100204;Alcântara;MA;M;06000244000150;18721;0
2100303;Aldeias Altas;MA;M;06096853000155;23776;0
2100402;Altamira do Maranhão;MA;M;06021323000148;6549;0
2100436;Alto Alegre do Maranhão;MA;M;01612326000132;24528;0
2100477;Alto Alegre do Pindaré;MA;M;01612832000121;26321;0
2100501;Alto Parnaíba;MA;M;06997571000129;11392;0
2100550;Amapá do Maranhão;MA;M;01580959000106;7380;0
2100600;Amarante do Maranhão;MA;M;06157846000116;38335;0
2100709;Anajatuba;MA;M;06002372000133;26250;0
2100808;Anapurus;MA;M;06116461000100;14113;0
2100832;Apicum-Açu;MA;M;01612531000106;18033;0
2100873;Araguanã;MA;M;01612539000164;11297;0
2100907;Araioses;MA;M;06450191000170;40231;0
2100956;Arame;MA;M;12542767000121;26089;0
2101004;Arari;MA;M;06242846000114;30555;0
2101103;Axixá;MA;M;06008569000180;12091;0
2101202;Bacabal;MA;M;06014351000138;107755;0
2101251;Bacabeira;MA;M;01611396000176;17459;0
2101301;Bacuri;MA;M;06151419000120;16591;0
2101350;Bacurituba;MA;M;01612534000131;5375;0
2101400;Balsas;MA;M;06441430000125;105974;0
2101509;Barão de Grajaú;MA;M;06477822000144;19493;0
2101608;Barra do Corda;MA;M;06769798000117;87757;0
2101707;Barreirinhas;MA;M;06217954000137;68234;0
2101731;Belágua;MA;M;01612545000111;8751;0
2101772;Bela Vista do Maranhão;MA;M;01612347000158;12104;0
2101806;Benedito Leite;MA;M;06096218000178;5599;0
2101905;Bequimão;MA;M;41611716000102;19968;0
2101939;Bernardo do Mearim;MA;M;01612345000169;5989;0
2101970;Boa Vista do Gurupi;MA;M;01612331000145;7781;0
2102002;Bom Jardim;MA;M;06229975000172;33936;0
2102036;Bom Jesus das Selvas;MA;M;01612668000152;29606;0
1505700;Ponta de Pedras;PA;M;05132436000158;25736;0
1505809;Portel;PA;M;04876447000180;67580;0
1505908;Porto de Moz;PA;M;05183827000100;44121;0
1506005;Prainha;PA;M;04860854000107;38733;0
1506104;Primavera;PA;M;05149141000194;11379;0
1506112;Quatipuru;PA;M;01612367000129;11838;0
1506138;Redenção;PA;M;04144168000121;92694;0
1506161;Rio Maria;PA;M;04144176000178;19190;0
1506187;Rondon do Pará;PA;M;04780953000170;57031;0
1506195;Rurópolis;PA;M;10222297000193;37198;0
1506203;Salinópolis;PA;M;05149166000198;48663;0
1506302;Salvaterra;PA;M;04888517000110;25687;0
1506351;Santa Bárbara do Pará;PA;M;83334698000109;22530;0
1506401;Santa Cruz do Arari;PA;M;04888830000158;7626;0
1506500;Santa Izabel do Pará;PA;M;05171699000176;79195;0
1506559;Santa Luzia do Pará;PA;M;63887848000102;21295;0
1506583;Santa Maria das Barreiras;PA;M;10249381000109;17065;0
1506609;Santa Maria do Pará;PA;M;05149174000134;25815;0
1506708;Santana do Araguaia;PA;M;05832977000199;30455;0
1506807;Santarém;PA;M;05182233000176;360871;0
1506906;Santarém Novo;PA;M;05149182000180;6355;0
1507003;Santo Antônio do Tauá;PA;M;05059936000101;29234;0
1507102;São Caetano de Odivelas;PA;M;05351614000131;17258;0
1507151;São Domingos do Araguaia;PA;M;83211391000110;21555;0
1507201;São Domingos do Capim;PA;M;05193115000163;32554;0
1507300;São Félix do Xingu;PA;M;05421300000168;64651;0
1507409;São Francisco do Pará;PA;M;05125992000105;15429;0
1507458;São Geraldo do Araguaia;PA;M;10249241000122;24929;0
1507466;São João da Ponta;PA;M;01613320000180;4470;0
1507474;São João de Pirabas;PA;M;22981153000108;21477;0
1507508;São João do Araguaia;PA;M;05854534000107;14293;0
1507607;São Miguel do Guamá;PA;M;05193073000160;55970;0
1507706;São Sebastião da Boa Vista;PA;M;05105143000181;27651;0
1507755;Sapucaia;PA;M;01617317000134;6212;0
1507805;Senador José Porfírio;PA;M;05421110000140;24989;0
1507904;Soure;PA;M;05133863000150;25315;0
1507953;Tailândia;PA;M;22941355000118;75290;0
1507961;Terra Alta;PA;M;34823518000147;10837;0
1507979;Terra Santa;PA;M;23060866000193;19792;0
1508001;Tomé-Açu;PA;M;05196530000170;73058;0
1508035;Tracuateua;PA;M;01612999000192;30494;0
1508050;Trairão;PA;M;10221760000182;15550;0
1508084;Tucumã;PA;M;22981088000102;42883;0
1508100;Tucuruí;PA;M;05251632000141;96119;0
1508126;Ulianópolis;PA;M;83334672000160;39360;0
1508159;Uruará;PA;M;34593541000192;45962;0
1508209;Vigia;PA;M;05351606000195;54062;0
1508308;Viseu;PA;M;04873618000117;62189;0
1508357;Vitória do Xingu;PA;M;34887935000153;16552;0
1508407;Xinguara;PA;M;04144150000120;57768;0
1600055;Serra do Navio;AP;M;34925230000183;5003;0
1600105;Amapá;AP;M;05989116000119;8440;0
1600154;Pedra Branca do Amapari;AP;M;34925131000100;13888;0
1600204;Calçoene;AP;M;05990437000133;11461;0
1600212;Cutias;AP;M;34925198000136;4723;0
1600238;Ferreira Gomes;AP;M;23066814000124;7184;0
1600253;Itaubal;AP;M;34925214000190;6097;0
1600279;Laranjal do Jari;AP;M;23066905000160;37872;0
1600303;Macapá;AP;M;05995766000177;489676;1
1600402;Mazagão;AP;M;05986427000124;23773;0
1600501;Oiapoque;AP;M;05990445000180;30786;0
1600535;Porto Grande;AP;M;34925206000144;19048;0
1600550;Pracuúba;AP;M;34925222000137;4048;0
1600600;Santana;AP;M;23066640000108;118803;0
1600709;Tartarugalzinho;AP;M;23066632000153;13816;0
1600808;Vitória do Jari;AP;M;00720553000119;11899;0
1700251;Abreulândia;TO;M;37425451000180;2682;0
1700301;Aguiarnópolis;TO;M;01634074000142;4502;0
1700350;Aliança do Tocantins;TO;M;25042219000184;5196;0
1700400;Almas;TO;M;01138551000189;6483;0
1700707;Alvorada;TO;M;01800242000122;9128;0
1701002;Ananás;TO;M;00237362000109;10700;0
1701051;Angico;TO;M;25064098000171;2903;0
1701101;Aparecida do Rio Negro;TO;M;25086638000118;5110;0
1701309;Aragominas;TO;M;25063884000154;5330;0
1701903;Araguacema;TO;M;02070621000177;6022;0
1702000;Araguaçu;TO;M;02391407000112;8242;0
1702109;Araguaína;TO;M;01830793000139;183024;0
1702158;Araguanã;TO;M;25063892000109;4300;0
1702208;Araguatins;TO;M;01237403000111;33286;0
1702307;Arapoema;TO;M;00237370000147;5488;0
1702406;Arraias;TO;M;01125780000169;10511;0
1702554;Augustinópolis;TO;M;00237206000130;18237;0
1702703;Aurora do Tocantins;TO;M;01067107000110;3418;0
1702901;Axixá do Tocantins;TO;M;00766725000195;10732;0
1703008;Babaçulândia;TO;M;02401248000190;7636;0
1703057;Bandeirantes do Tocantins;TO;M;01612819000172;3555;0
1703073;Barra do Ouro;TO;M;01612818000128;4667;0
1703107;Barrolândia;TO;M;24851453000190;4890;0
1703206;Bernardo Sayão;TO;M;25086596000115;4307;0
1703305;Bom Jesus do Tocantins;TO;M;37420775000126;4201;0
1703602;Brasilândia do Tocantins;TO;M;37420718000147;2013;0
1703701;Brejinho de Nazaré;TO;M;02884153000174;4774;0
1703800;Buriti do Tocantins;TO;M;25061722000187;10696;0
1703826;Cachoeirinha;TO;M;25064064000187;1982;0
1703842;Campos Lindos;TO;M;25063959000105;8990;0
1703867;Cariri do Tocantins;TO;M;37344397000149;4166;0
1703883;Carmolândia;TO;M;25063868000161;2242;0
1703891;Carrasco Bonito;TO;M;25064023000190;3344;0
1703909;Caseara;TO;M;24851487000184;5028;0
1704105;Centenário;TO;M;37420676000144;2111;0
1704600;Chapada de Areia;TO;M;01625984000169;1574;0
1705102;Chapada da Natividade;TO;M;01613086000190;3176;0
1705508;Colinas do Tocantins;TO;M;01795483000120;36209;0
1705557;Combinado;TO;M;33255043000177;4906;0
1705607;Conceição do Tocantins;TO;M;01067149000150;3942;0
1706001;Couto Magalhães;TO;M;02133098000180;5540;0
1706100;Cristalândia;TO;M;01067156000152;6392;0
1706258;Crixás do Tocantins;TO;M;01612821000141;1494;0
1706506;Darcinópolis;TO;M;25064072000123;6093;0
1707009;Dianópolis;TO;M;01138957000161;17966;0
1707108;Divinópolis do Tocantins;TO;M;24851461000136;7343;0
1707207;Dois Irmãos do Tocantins;TO;M;02070563000181;6352;0
1707306;Dueré;TO;M;01351667000100;4304;0
1707405;Esperantina;TO;M;25064080000170;7385;0
1707553;Fátima;TO;M;00114801000188;3503;0
1707652;Figueirópolis;TO;M;00003848000174;5334;0
1707702;Filadélfia;TO;M;00766709000100;7784;0
1708205;Formoso do Araguaia;TO;M;02075216000141;19473;0
1708254;Tabocão;TO;M;37421112000126;3741;0
1708304;Goianorte;TO;M;25086612000170;4832;0
1709005;Goiatins;TO;M;01832476000151;12851;0
1709302;Guaraí;TO;M;02070548000133;25831;0
1709500;Gurupi;TO;M;01803618000152;90209;0
1709807;Ipueiras;TO;M;01613094000137;1626;0
1710508;Itacajá;TO;M;02411726000142;6959;0
1710706;Itaguatins;TO;M;01395458000150;5160;0
1710904;Itapiratins;TO;M;37425683000139;3685;0
1711100;Itaporã do Tocantins;TO;M;02739753000149;2464;0
1711506;Jaú do Tocantins;TO;M;37344413000101;3396;0
1711803;Juarina;TO;M;37426509000100;2308;0
1711902;Lagoa da Confusão;TO;M;26753137000100;16629;0
1711951;Lagoa do Tocantins;TO;M;37420916000100;3613;0
1712009;Lajeado;TO;M;37420650000104;3559;0
1712157;Lavandeira;TO;M;01618402000117;1676;0
1712405;Lizarda;TO;M;02070571000128;2950;0
1712454;Luzinópolis;TO;M;01631059000140;2811;0
1712504;Marianópolis do Tocantins;TO;M;24851479000138;4793;0
1712702;Mateiros;TO;M;26753129000164;2922;0
1712801;Maurilândia do Tocantins;TO;M;25064015000144;3171;0
1713205;Miracema do Tocantins;TO;M;02070357000171;18679;0
1713304;Miranorte;TO;M;02070720000159;13073;0
1713601;Monte do Carmo;TO;M;01067891000166;5667;0
1713700;Monte Santo do Tocantins;TO;M;01613093000192;2521;0
1713809;Palmeiras do Tocantins;TO;M;25064056000130;4850;0
1713957;Muricilândia;TO;M;25063876000108;3501;0
1714203;Natividade;TO;M;01809474000141;8956;0
1714302;Nazaré;TO;M;00766691000139;4672;0
1714880;Nova Olinda;TO;M;00001602000163;10600;0
1715002;Nova Rosalândia;TO;M;24851495000120;3382;0
1715101;Novo Acordo;TO;M;01067933000169;4118;0
1715150;Novo Alegre;TO;M;33266248000158;1817;0
1715259;Novo Jardim;TO;M;33265943000103;2251;0
1715507;Oliveira de Fátima;TO;M;01629809000140;1220;0
1715705;Palmeirante;TO;M;25064049000139;4905;0
1715754;Palmeirópolis;TO;M;00007401000173;7104;0
1716109;Paraíso do Tocantins;TO;M;00299180000154;55704;0
1716208;Paranã;TO;M;01126556000191;10877;0
1716307;Pau D'Arco;TO;M;25063991000182;4057;0
1716505;Pedro Afonso;TO;M;02070589000120;14895;0
1716604;Peixe;TO;M;02396166000102;9384;0
1716653;Pequizeiro;TO;M;25086604000123;5035;0
1716703;Colméia;TO;M;02070746000105;9155;0
1717008;Pindorama do Tocantins;TO;M;02155331000126;4599;0
1717206;Piraquê;TO;M;25063942000140;2229;0
1717503;Pium;TO;M;01189497000109;7408;0
1717800;Ponte Alta do Bom Jesus;TO;M;01067966000109;4280;0
1717909;Ponte Alta do Tocantins;TO;M;01067974000155;7874;0
1718006;Porto Alegre do Tocantins;TO;M;33254558000152;2960;0
1718204;Porto Nacional;TO;M;00299198000156;69551;0
1718303;Praia Norte;TO;M;25061789000111;9552;0
1718402;Presidente Kennedy;TO;M;01785492000130;3016;0
1718451;Pugmil;TO;M;01615883000107;2223;0
1718501;Recursolândia;TO;M;37421146000110;3454;0
1718550;Riachinho;TO;M;25063926000157;4029;0
2502805;Brejo do Cruz;PB;M;08767154000115;14095;0
2502904;Brejo dos Santos;PB;M;09164716000107;5816;0
2503001;Caaporã;PB;M;08865644000154;21942;0
2503100;Cabaceiras;PB;M;08702862000178;5537;0
2503209;Cabedelo;PB;M;09012493000154;70734;0
2503308;Cachoeira dos Índios;PB;M;08923997000163;9335;0
2503407;Cacimba de Areia;PB;M;08874984000141;3344;0
2503506;Cacimba de Dentro;PB;M;08929648000159;16332;0
2503555;Cacimbas;PB;M;01612686000134;7513;0
2503605;Caiçara;PB;M;09070624000150;6684;0
2503704;Cajazeiras;PB;M;08923971000115;66585;0
2503753;Cajazeirinhas;PB;M;01612687000189;2760;0
2503803;Caldas Brandão;PB;M;08809071000141;5942;0
2503902;Camalaú;PB;M;09073271000141;6327;0
2504009;Campina Grande;PB;M;08993917000146;443911;0
2504033;Capim;PB;M;01612304000172;7446;0
2504074;Caraúbas;PB;M;01612638000146;4067;0
2504108;Carrapateira;PB;M;08924003000123;2365;0
2504157;Casserengue;PB;M;01617975000126;7052;0
2504207;Catingueira;PB;M;08885287000196;4556;0
2504306;Catolé do Rocha;PB;M;09067562000127;32288;0
2504355;Caturité;PB;M;01612640000115;5544;0
2504405;Conceição;PB;M;08943227000182;18731;0
2504504;Condado;PB;M;09151473000164;6629;0
2504603;Conde;PB;M;08916645000180;30007;0
2504702;Congo;PB;M;08870164000181;5124;0
2504801;Coremas;PB;M;08939936000194;14987;0
2504850;Coxixola;PB;M;01612757000107;1888;0
2504900;Cruz do Espírito Santo;PB;M;08902934000120;17821;0
2505006;Cubati;PB;M;08732182000105;7842;0
2505105;Cuité;PB;M;08732174000150;20208;0
2505204;Cuitegi;PB;M;08781791000146;6890;0
2505238;Cuité de Mamanguape;PB;M;01612341000180;6441;0
2505279;Curral de Cima;PB;M;01612372000131;5415;0
2505303;Curral Velho;PB;M;08886947000153;2316;0
2505352;Damião;PB;M;01612636000157;5141;0
2505402;Desterro;PB;M;08925968000130;8314;0
2505501;Vista Serrana;PB;M;09151598000194;3772;0
2505600;Diamante;PB;M;08942229000157;6416;0
2505709;Dona Inês;PB;M;08782146000148;10638;0
2505808;Duas Estradas;PB;M;08787012000110;3360;0
2505907;Emas;PB;M;08944084000123;3036;0
2506004;Esperança;PB;M;08993909000108;32599;0
2506103;Fagundes;PB;M;08737694000156;11307;0
2506202;Frei Martinho;PB;M;08737785000191;2911;0
2506251;Gado Bravo;PB;M;01612651000103;8398;0
2506301;Guarabira;PB;M;08785479000120;60057;0
2506400;Gurinhém;PB;M;08809444000184;14141;0
2506509;Gurjão;PB;M;09073685000170;3352;0
1100015;Alta Floresta D'Oeste;RO;M;15834732000154;22787;0
1100023;Ariquemes;RO;M;04104816000116;109170;0
1100031;Cabixi;RO;M;22855159000120;5664;0
1100049;Cacoal;RO;M;04092714000128;98280;0
1100056;Cerejeiras;RO;M;04914925000107;16966;0
2112704;Vargem Grande;MA;M;05648738000183;44444;0
2112803;Viana;MA;M;06439988000176;53176;0
2112852;Vila Nova dos Martírios;MA;M;01608475000128;10561;0
2112902;Vitória do Mearim;MA;M;05646807000110;31859;0
2113009;Vitorino Freire;MA;M;06018568000116;31920;0
2114007;Zé Doca;MA;M;12122065000199;41815;0
2200053;Acauã;PI;M;01612559000135;6323;0
2200103;Agricolândia;PI;M;06554976000192;5016;0
2200202;Água Branca;PI;M;06554760000127;18095;0
2200251;Alagoinha do Piauí;PI;M;07450778000141;6876;0
2200277;Alegrete do Piauí;PI;M;41522152000131;4707;0
2200301;Alto Longá;PI;M;06554323000103;13729;0
2200400;Altos;PI;M;06554794000111;50094;0
2200459;Alvorada do Gurguéia;PI;M;01612562000159;5474;0
2200509;Amarante;PI;M;06554802000120;17594;0
2200608;Angical do Piauí;PI;M;06554752000180;6991;0
2200707;Anísio de Abreu;PI;M;06553630000170;9649;0
2200806;Antônio Almeida;PI;M;06554018000111;3234;0
2200905;Aroazes;PI;M;06554984000139;5413;0
2200954;Aroeiras do Itaim;PI;M;07165549000185;2777;0
2201002;Arraial;PI;M;06554026000168;4517;0
2201051;Assunção do Piauí;PI;M;01612561000104;7596;0
2201101;Avelino Lopes;PI;M;06554281000100;11118;0
2201150;Baixa Grande do Ribeiro;PI;M;41522178000180;13983;0
2201176;Barra D'Alcântara;PI;M;01612565000192;4099;0
2201200;Barras;PI;M;06554406000100;49703;0
2201309;Barreiras do Piauí;PI;M;06554224000121;3336;0
2201408;Barro Duro;PI;M;06554745000189;6731;0
2201507;Batalha;PI;M;06553903000186;27129;0
2201556;Bela Vista do Piauí;PI;M;01612558000190;4225;0
2201572;Belém do Piauí;PI;M;01612560000160;3515;0
2201606;Beneditinos;PI;M;06554778000129;10093;0
2201705;Bertolínia;PI;M;06554034000104;5715;0
2201739;Betânia do Piauí;PI;M;01612622000133;6596;0
2201770;Boa Hora;PI;M;01612568000126;7140;0
2201804;Bocaina;PI;M;06553689000168;4118;0
2201903;Bom Jesus;PI;M;06554356000153;30658;0
2201919;Bom Princípio do Piauí;PI;M;41522194000172;5805;0
2201929;Bonfim do Piauí;PI;M;41522210000127;6117;0
2201945;Boqueirão do Piauí;PI;M;01612566000137;6751;0
2201960;Brasileira;PI;M;41522236000175;8684;0
2201988;Brejo do Piauí;PI;M;01612567000181;3964;0
2202000;Buriti dos Lopes;PI;M;06554455000135;20130;0
2202026;Buriti dos Montes;PI;M;41522251000113;7517;0
2202059;Cabeceiras do Piauí;PI;M;41522277000161;10466;0
2202075;Cajazeiras do Piauí;PI;M;01612573000139;3135;0
2202083;Cajueiro da Praia;PI;M;01612620000144;8246;0
2202091;Caldeirão Grande do Piauí;PI;M;41522293000154;5602;0
2202109;Campinas do Piauí;PI;M;06553978000167;4964;0
2202117;Campo Alegre do Fidalgo;PI;M;01612564000148;4698;0
2202133;Campo Grande do Piauí;PI;M;01612570000103;6211;0
2202174;Campo Largo do Piauí;PI;M;01612754000165;7669;0
2202208;Campo Maior;PI;M;06716880000183;47119;0
2202251;Canavieira;PI;M;41522319000164;3404;0
2202307;Canto do Buriti;PI;M;06554042000150;19639;0
2202406;Capitão de Campos;PI;M;06553879000185;11362;0
2202455;Capitão Gervásio Oliveira;PI;M;01612569000170;4071;0
2202505;Caracol;PI;M;06553622000123;10546;0
2202539;Caraúbas do Piauí;PI;M;01612617000120;5581;0
2202554;Caridade do Piauí;PI;M;01612575000128;5176;0
2202604;Castelo do Piauí;PI;M;06554315000167;19669;0
2202653;Caxingó;PI;M;01612618000175;5682;0
2202703;Cocal;PI;M;06553895000178;29302;0
2202711;Cocal de Telha;PI;M;01612574000183;5046;0
2202729;Cocal dos Alves;PI;M;01612572000194;6596;0
2202737;Coivaras;PI;M;41522335000157;4249;0
2202752;Colônia do Gurguéia;PI;M;41522350000103;6294;0
2202778;Colônia do Piauí;PI;M;41522376000143;7067;0
2202802;Conceição do Canindé;PI;M;06553697000104;5078;0
2202851;Coronel José Dias;PI;M;41522160000188;4291;0
2202901;Corrente;PI;M;06554257000171;28381;0
2203008;Cristalândia do Piauí;PI;M;06554299000102;7431;0
2203107;Cristino Castro;PI;M;06554364000108;10801;0
2203206;Curimatá;PI;M;06554273000164;11581;0
2203230;Currais;PI;M;01612752000176;4977;0
2203255;Curralinhos;PI;M;01612579000106;4555;0
2203271;Curral Novo do Piauí;PI;M;01612556000100;5191;0
2203305;Demerval Lobão;PI;M;06554885000157;17139;0
2203354;Dirceu Arcoverde;PI;M;07102106000145;7259;0
2203404;Dom Expedito Lopes;PI;M;06553705000112;6410;0
2203420;Domingos Mourão;PI;M;06553911000122;4129;0
2203453;Dom Inocêncio;PI;M;23500002000145;9332;0
2203503;Elesbão Veloso;PI;M;06554844000160;13743;0
2203602;Eliseu Martins;PI;M;06554059000108;4421;0
2203701;Esperantina;PI;M;06554174000182;42710;0
2203750;Fartura do Piauí;PI;M;41522384000190;5426;0
2203800;Flores do Piauí;PI;M;06554158000190;4512;0
2203859;Floresta do Piauí;PI;M;01612578000161;2354;0
